,Unit,Module,Title,Subheaders,Paragraph,Question,Key Concepts,Information Score
667,Data Science Project Planning,Requirements Gathering,Successful Requirements Gathering,Validating Requirements,Review requirements. The requirements management plan will be peer-reviewed to identify that each documented requirement is verifiable and unambiguous. The peer-review process should be well-defined so that reviewers can discuss their interpretations of requirements. This will reveal any ambiguity. The reviewers will produce a summary of the defects document. This document will be used by the business analyst and project team to revise requirements.,The summary of the defects document will be used by the business analyst and project team to revise what?,"['reviewer', 'discuss', 'process', 'business', 'analyst', 'revise', 'define', 'plan', 'requirement', 'team', 'identify', 'management', 'review', 'verifiable', 'project', 'reveal', 'interpretation', 'defect', 'produce', 'summary', 'unambiguous', 'document', 'peer', 'ambiguity']",0.0
668,Exploratory Data Analysis,Feature Engineering,Principal Component Analysis,"Dimensionality,Feature Extraction","So far, we have talked about techniques that focus on features of an observation. As you know by now, feature engineering informs the models that you will build, and its techniques involve looking at the features of the data. Now, we will explore a technique that is considered a model-based feature engineering technique.",What is the name of the technique that focuses on features of an observation?,"['look', 'datum', 'observation', 'involve', 'model', 'engineering', 'base', 'technique', 'consider', 'focus', 'know', 'explore', 'feature', 'talk', 'inform', 'build']",0.0
669,Exploratory Data Analysis,Feature Engineering,Principal Component Analysis,"Dimensionality,Feature Extraction","Principal Component Analysis (PCA) is used to reduce the dimensionality of a dataset. You might be asking yourself why we would reduce a dataset when we have talked about the importance of more data for better interpretation and solid performance from models. When you have a dataset with a large number of variables, you have to assess the relationship between those variables, identify variables that might violate the assumptions of your chosen ML model, and generally select the variables that are useful to your task. With PCA, you will be reducing the dimension of your feature space to remove any redundancies or irrelevant features.",What is the purpose of PCA?,"['dimensionality', 'choose', 'well', 'assumption', 'model', 'irrelevant', 'assess', 'useful', 'talk', 'dataset', 'ask', 'space', 'datum', 'large', 'reduce', 'dimension', 'variable', 'feature', 'performance', 'identify', 'violate', 'number', 'select', 'redundancy', 'solid', 'interpretation', 'importance', 'remove', 'relationship', 'task']",0.0
670,Exploratory Data Analysis,Feature Engineering,Principal Component Analysis,"Dimensionality,Feature Extraction","Compute the Eigenvectors and Eigenvalues from the covariance matrix. Eigenvector is a nonzero vector that changes by a scalar factor when that linear transformation is applied to it. Meanwhile, an eigenvalue is known as a characteristic value1 or a set of scalars.",Eigenvectors and Eigenvalues from the covariance matrix are known as what?,"['matrix', 'characteristic', 'vector', 'transformation', 'linear', 'covariance', 'set', 'eigenvalue', 'scalar', 'know', 'compute', 'value1', 'nonzero', 'apply', 'factor', 'change']",0.0
671,Exploratory Data Analysis,Feature Engineering,Principal Component Analysis,"Dimensionality,Feature Extraction",Construct the projection matrix W from the selected k Eigenvectors.,The projection matrix W from the selected k Eigenvectors is called what?,"['construct', 'matrix', 'w', 'projection', 'select']",0.09090909090909091
672,Data Science Project Planning,Requirements Gathering,Framing Analytic Requirements,"Data Requirements,Model Requirements","In this scenario, requirements elicitation involves interviewing stakeholders and document analysis. Once user and system requirements are defined, the project team can now define the requirements for the analytic solution.",The project team can now define what?,"['user', 'analytic', 'define', 'project', 'requirement', 'team', 'solution', 'involve', 'elicitation', 'stakeholder', 'system', 'scenario', 'document', 'analysis', 'interview']",0.0
673,Data Science Project Planning,Requirements Gathering,Framing Analytic Requirements,"Data Requirements,Model Requirements","Defining data requirements involves understanding the data needed to reach the business and analytic objectives. Defining the data requirements will also involve considerations for data sources, data management, and data extraction. The following questions must be answered to determine the data requirements:",The following questions must be answered to determine the data requirements: What is the data required to reach the business and analytic objectives?,"['extraction', 'analytic', 'define', 'question', 'datum', 'requirement', 'determine', 'involve', 'source', 'consideration', 'need', 'reach', 'management', 'objective', 'understand', 'answer', 'business', 'follow']",0.0
674,Data Science Project Planning,Requirements Gathering,Framing Analytic Requirements,"Data Requirements,Model Requirements",How can data be used to meet the business and analytic objectives?,How can data be used to meet the business and analytic objectives?,"['analytic', 'datum', 'meet', 'objective', 'business']",0.0
675,Data Science Project Planning,Requirements Gathering,Framing Analytic Requirements,"Data Requirements,Model Requirements",What data is needed for developing the analytic solution? Can the data be collected from credible sources?,What data is needed for developing the analytic solution? Can the data be collected from credible sources?,"['develop', 'data', 'analytic', 'datum', 'collect', 'solution', 'source', 'credible', 'need']",0.0
676,Data Science Project Planning,Requirements Gathering,Framing Analytic Requirements,"Data Requirements,Model Requirements",How can the data be prepared to visualize and answer relevant questions?,How can the data be prepared to visualize and answer relevant questions?,"['question', 'datum', 'prepare', 'visualize', 'answer', 'relevant']",0.0
677,Data Science Project Planning,Requirements Gathering,Framing Analytic Requirements,"Data Requirements,Model Requirements","Although the talent for developing models resides within the project team, the model requirements are defined collaboratively. Model explainability is important to ensure that a client understands the insights that can be gleaned from the results/outputs from the model(s).",Model explainability is important to ensure that a client understands what?,"['develop', 'output', 'define', 'understand', 'team', 'requirement', 'ensure', 'client', 'insight', 'reside', 'result', 'model', 'talent', 'glean', 'important', 'project', 'model(', 'explainability']",0.5454545454545455
678,Collecting and Understanding Data,Ethics of Data Science,Accountability,"Limitations of the Transparency Ideal,Transparency can be disconnected from power,Transparency can be harmful,Transparency can intentionally occlude,Transparency can create false binaries,Transparency can invoke neoliberal models of agency,Transparency does not necessarily build trust,Transparency entails professional boundary work,Transparency has technical limitations,Transparency has temporal limitations","While data science often includes descriptive analysis (explaining what is actually happening), the prevalence of prescriptive analytics (explaining what needs to be done) continues to grow. As everything grows increasingly computerized and automated, data science has now become something that drives decision-making, sometimes without any input from a human. As these fully autonomous systems are entrusted with ever-greater responsibilities, unintentional and sometimes disastrous results can occur. We focus particularly on large automated systems because that is usually where the question of responsibility is most difficult or most consequential. To properly deal with the question of responsibility, we need to ask: How can we effectively control large automated systems?","To properly deal with the question of responsibility, we need to ask: How can we effectively control large automated systems?","['explain', 'question', 'disastrous', 'decision', 'prescriptive', 'difficult', 'happen', 'system', 'include', 'focus', 'control', 'responsibility', 'prevalence', 'ask', 'descriptive', 'datum', 'human', 'large', 'need', 'unintentional', 'continue', 'grow', 'deal', 'occur', 'analytic', 'making', 'input', 'drive', 'autonomous', 'great', 'science', 'automate', 'consequential', 'result', 'computerize', 'analysis', 'entrust']",0.0
